#{"t_start": 1643291651.848132, "env_id": "threecarlanechangeScenario-v0"}
r,l,t
-907.522923,145,1586.327564
176.187535,180,1587.933131
163.068558,159,1589.52318
273.902646,162,1591.210899
189.452293,158,1592.668128
36.885172,166,1594.874581
-500,1,1594.888099
228.491943,156,1596.822778
208.443866,157,1598.855135
225.35146,163,1600.950771
294.729789,147,1602.837288
278.102433,144,1604.664619
155.486009,187,1607.086116
-500,1,1607.102422
223.608559,163,1609.531952
131.968872,168,1612.31107
195.903073,161,1614.349017
259.545452,161,1616.53036
-13.359132,153,1618.463891
-801.818035,131,1620.123333
-874.639838,200,1622.638398
150.905792,175,1624.847927
242.606088,160,1626.918876
-500,1,1626.930841
201.034984,170,1629.095303
-888.930521,141,1630.887702
-500,1,1630.902664
56.691398,151,1632.838044
187.529614,175,1635.448975
-500,1,1635.463456
-569.02753,25,1635.905073
60.816164,130,1637.883569
181.583149,163,1639.768108
76.16638,114,1641.290406
27.348592,135,1643.421169
69.245568,178,1645.69883
185.150347,157,1647.702078
-761.149926,135,1649.398803
180.137422,167,1651.486433
264.520685,157,1653.500808
187.717477,151,1655.412981
151.765939,159,1657.440874
124.310683,183,1659.74927
223.63288,173,1662.392398
-500,1,1662.403368
272.205045,156,1664.981407
-500,1,1664.99936
163.65561,177,1667.246353
150.199979,172,1669.471555
181.060699,173,1672.146262
-13.886992,191,1674.978923
171.901884,168,1677.138999
176.892667,169,1679.321967
-865.855249,183,1681.699586
155.056204,145,1683.591557
185.59626,169,1685.793104
223.190338,150,1687.810886
218.543662,161,1690.505598
199.390407,170,1693.011593
54.777285,169,1695.185271
225.080778,148,1697.031649
125.97831,167,1698.846937
230.866883,150,1700.840493
218.53527,145,1702.68329
231.705711,153,1704.709629
255.979851,163,1707.249935
230.926062,165,1709.369646
210.235402,164,1711.388745
266.892118,159,1713.359529
231.229302,155,1715.664863
303.243301,145,1718.013696
231.7254,163,1720.218557
150.515738,169,1722.391293
-862.852343,133,1724.088171
130.365128,171,1726.291714
45.215458,184,1728.665773
149.441461,132,1730.374873
265.326338,147,1732.252169
-500,1,1732.264493
141.533495,144,1734.111432
307.945713,146,1736.039013
210.402518,156,1738.465968
144.659763,179,1740.823017
156.677836,172,1743.371688
243.264755,170,1746.090331
-840.688876,136,1747.7481
-500,1,1747.76403
195.236308,171,1750.002427
-816.35221,149,1751.802657
50.256714,184,1754.188012
212.590666,175,1755.88849
231.997268,169,1757.798573
148.235597,178,1759.594652
268.231301,157,1760.956697
139.539844,128,1762.056606
216.670002,168,1763.518777
196.504247,152,1765.079865
264.017292,136,1766.374714
131.786193,187,1768.494601
188.069958,175,1770.528028
55.304046,179,1772.753224
272.434795,157,1774.806603
53.070956,185,1777.400067
222.197402,140,1779.679124
202.716843,165,1782.116525
211.252584,154,1784.250207
164.752846,170,1786.677236
