#{"t_start": 1643039681.6369028, "env_id": "lanechangeScenario-v0"}
r,l,t
-1663.548152,400,4.958254
-444.142577,179,6.167283
-1165.849384,187,7.438205
-803.631879,64,7.880768
86.727478,124,8.728344
