#{"t_start": 1644493568.8420126, "env_id": "intersectionScenario-v0"}
r,l,t
3633.560587,210,1427.964108
3504.650385,173,1429.607465
3517.672768,195,1431.457793
3607.609337,216,1433.489492
3417.851887,214,1435.500431
-790.552445,20,1435.684276
-405.183433,60,1436.247461
-533.766635,66,1436.880928
-578.906941,21,1437.070299
-141.133978,69,1437.71692
-679.860411,13,1437.835881
262.776791,81,1438.619112
3430.778226,172,1440.232815
32.859194,85,1441.02583
126.487893,85,1441.820741
3511.642634,202,1443.722087
-445.763523,17,1443.878429
-594.79751,60,1444.44477
149.951357,53,1444.941256
-427.277482,40,1445.327992
-178.347516,84,1446.119405
185.135202,87,1446.943168
-658.479507,41,1447.330052
-61.678201,118,1448.456987
-75.316491,92,1449.311669
-45.71788,60,1449.881836
211.984063,61,1450.464947
-566.088928,35,1450.789208
46.833228,48,1451.252445
387.538136,71,1451.950148
-548.91475,70,1452.605226
2868.70896,193,1454.720033
-900.98063,54,1455.244224
3485.573431,206,1457.192828
442.65161,65,1457.805438
3875.393304,203,1459.72172
35.445752,59,1460.274056
-129.935587,39,1460.641273
-834.904942,66,1461.256947
2436.832682,159,1462.758827
3210.733087,178,1464.438196
-193.034522,42,1464.829676
2985.496168,170,1466.429632
-777.02247,47,1466.87314
-669.474794,13,1466.992527
2886.90928,173,1468.619081
114.143255,77,1469.352993
339.683015,58,1469.89685
112.357406,92,1470.74694
-95.334966,47,1471.188736
178.74296,47,1471.635874
572.96662,99,1472.574608
33.549235,68,1473.216
86.262505,90,1474.05767
-1635.722194,93,1474.926879
-756.297874,21,1475.122854
2920.259724,185,1476.864133
-100.250083,70,1477.536154
31.401245,74,1478.233368
3621.304047,204,1480.153413
1381.513958,185,1482.587444
-188.317846,40,1483.11304
247.397541,53,1483.65892
-419.325144,51,1484.408669
-571.286349,17,1484.564165
351.427187,83,1485.371075
2464.238694,151,1486.791098
-828.123583,37,1487.140677
3010.490442,218,1489.205626
-579.009407,17,1489.363928
133.662894,102,1490.334867
-294.487151,72,1491.013077
3178.110212,198,1492.88005
167.216963,64,1493.482795
40.18543,62,1494.067791
594.054199,81,1494.828401
2273.596996,141,1496.158455
-657.53626,38,1496.514094
-322.210264,35,1496.841836
-439.396991,63,1497.425917
77.055992,59,1497.978497
4023.510228,187,1499.711181
3174.919424,149,1501.105394
-146.040227,69,1501.754434
-63.103541,56,1502.279779
2949.288371,170,1503.879149
3685.828826,200,1505.760289
-850.548468,72,1506.438633
3605.531256,211,1508.428355
-805.866876,36,1508.759638
110.309212,103,1509.725685
2607.300211,164,1511.276126
2802.543512,188,1513.06409
-86.065261,77,1513.793841
2475.045186,160,1515.306879
-272.269066,109,1516.59131
-721.803414,58,1517.408186
2664.43429,152,1518.860816
3704.345675,202,1520.744107
88.616113,70,1521.402567
-132.669717,81,1522.160344
-35.068263,79,1522.906643
-684.455178,31,1523.194631
-44.135378,96,1524.106604
-807.36843,48,1524.558398
-588.545812,75,1525.252807
3765.716587,196,1527.095102
-973.016693,42,1527.497371
160.989554,75,1528.212396
-866.170478,61,1528.781899
-1014.275258,41,1529.160484
-1069.618638,63,1529.745512
351.633527,100,1530.678514
994.26384,83,1531.462573
3665.771512,205,1533.381425
221.817704,61,1533.968652
-44.157102,48,1534.417379
2430.925936,199,1536.305078
3341.666855,193,1538.381877
635.010097,128,1539.580859
234.949469,86,1540.381762
157.471975,64,1541.147023
154.081842,68,1542.022681
506.361469,118,1543.428921
-770.973684,86,1544.285397
2978.689086,169,1545.895004
-1219.448259,30,1546.172005
3637.094397,187,1548.19567
-861.138542,40,1548.571751
-144.04332,65,1549.184235
303.462107,83,1549.972517
2152.69603,164,1551.575085
-746.811455,21,1551.769858
3142.213265,180,1553.46018
3.065334,99,1554.39659
195.459048,72,1555.086612
730.754207,96,1555.975211
773.112278,126,1557.157667
337.498523,96,1558.059161
112.336187,53,1558.568375
-871.949647,78,1559.308611
-92.15535,51,1559.780976
-803.731955,66,1560.403097
-706.653119,30,1560.686013
2952.144394,189,1562.439678
-52.750142,67,1563.071025
480.922929,69,1563.712787
-224.843619,83,1564.487427
-153.527146,76,1565.212878
-1003.969388,38,1565.566407
450.467648,116,1566.648018
3214.182604,185,1568.429079
-536.416237,51,1568.906587
-85.778574,85,1569.694397
2749.472502,152,1571.121131
521.295582,118,1572.235411
1133.80513,105,1573.204339
151.535129,83,1573.99219
-939.066164,47,1574.428409
3398.681841,174,1576.107481
-417.900136,12,1576.218841
-410.652908,59,1576.785509
50.756893,94,1577.673473
704.247324,125,1578.891726
-796.533017,33,1579.205639
2326.053051,147,1580.85286
35.709794,62,1581.427975
239.116294,72,1582.108046
20.600361,89,1582.945756
3146.212112,166,1584.501614
-276.333525,31,1584.788364
-35.432934,65,1585.404455
3880.061802,205,1587.330812
3329.005301,179,1589.014158
150.457748,61,1589.583888
89.024865,80,1590.329909
-811.835582,49,1590.787502
377.033328,81,1591.553052
10.347802,67,1592.182458
-14.30398,69,1592.83827
-467.270045,78,1593.580401
15.610019,90,1594.443536
-137.727608,67,1595.078077
180.60445,72,1595.756072
348.408617,78,1596.483148
-108.795912,82,1597.254186
116.190823,55,1597.769682
74.390325,34,1598.094159
-326.691585,77,1598.811933
746.703467,92,1599.664922
-359.507822,52,1600.154738
-1009.633723,49,1600.78975
-1197.822627,53,1601.478942
4133.136624,188,1603.682278
198.162649,75,1604.388934
579.458792,71,1605.05459
788.219652,91,1605.939019
-611.461123,10,1606.029544
-28.978785,62,1606.623819
540.469573,132,1607.885845
-112.206176,90,1608.732407
-538.53155,23,1608.953554
39.514787,61,1609.525313
271.12179,66,1610.163146
3682.733808,224,1612.28988
-772.252419,25,1612.520451
-794.469873,36,1613.113463
2966.337721,175,1614.758851
2157.212524,183,1616.472363
846.135494,108,1617.501267
