#{"t_start": 1642770742.7957847, "env_id": "twocarlanechangeScenario-v0"}
r,l,t
258.184801,164,1241.572635
282.823306,164,1242.797412
264.307747,159,1243.979225
313.80998,154,1245.116897
379.662206,140,1246.158945
388.346209,139,1247.285052
379.347467,132,1248.561638
349.12203,139,1249.801324
402.72272,138,1250.92285
296.108643,151,1252.050526
406.601754,135,1253.058974
217.913456,165,1254.293349
247.897567,164,1255.513774
330.744091,145,1256.612845
305.722598,159,1257.911551
350.597483,150,1259.033453
311.526028,155,1260.311011
350.159637,146,1261.484024
224.642744,165,1262.707537
349.208745,145,1263.800106
337.108576,143,1264.857835
312.821807,153,1265.990181
395.677341,136,1266.999226
334.052907,152,1268.131645
271.644333,158,1269.293924
422.783073,134,1270.300394
344.520396,147,1271.389855
373.805815,135,1272.395211
280.324284,159,1273.582882
394.154761,133,1274.722871
399.521745,134,1275.768229
396.073078,138,1276.792005
333.584846,151,1277.927111
323.141204,143,1278.986075
227.863513,161,1280.181565
301.515598,158,1281.367328
233.584525,162,1282.572082
376.190108,137,1283.582929
429.713712,135,1284.58328
345.76781,142,1285.637582
338.928903,145,1286.727288
263.487786,157,1287.898006
390.473446,141,1288.965785
338.715606,149,1290.073718
355.356398,154,1291.214821
409.644407,133,1292.211807
274.639722,177,1293.527841
191.201492,172,1294.810743
280.762645,175,1296.122237
287.067124,161,1297.372634
374.889072,140,1298.401706
287.474201,161,1299.589745
196.897476,172,1300.88075
261.753491,158,1302.053945
246.280145,162,1303.263219
346.58148,152,1304.412366
357.802543,144,1305.478873
330.124,144,1306.545919
226.219093,165,1307.90791
293.301276,167,1309.436822
409.476792,131,1310.593316
375.563708,134,1311.595802
412.463533,139,1312.631741
375.136135,136,1313.65101
379.18265,136,1314.653967
289.253845,164,1315.875554
323.972715,144,1316.962246
360.224228,142,1318.016994
381.053825,140,1319.069212
357.87495,145,1320.136106
250.533967,159,1321.320614
430.503202,133,1322.331479
389.873212,152,1323.466637
281.085647,152,1324.613754
320.816811,141,1325.657132
374.159923,144,1326.718616
360.738239,139,1327.800436
258.100085,158,1329.043679
260.61053,164,1330.258875
355.927358,142,1331.31999
327.781131,145,1332.379645
346.824182,143,1333.441554
330.03086,147,1334.531529
340.790118,147,1335.627486
289.033328,153,1336.766721
-441.53785,120,1337.659762
210.508637,164,1338.878193
222.884488,157,1340.048392
345.363979,141,1341.088977
350.250179,143,1342.151493
379.494683,149,1343.257008
235.244299,162,1344.455674
289.367974,166,1345.692485
347.00433,141,1346.771005
330.600708,145,1347.842839
354.237021,139,1348.881914
376.337207,148,1349.982815
259.437465,163,1351.190519
355.167737,148,1352.291852
344.023849,140,1353.334802
388.766536,134,1354.342549
379.554149,138,1355.390048
253.828842,180,1356.736154
325.543933,146,1357.829859
279.454066,157,1359.013372
336.631346,151,1360.134628
361.525217,147,1361.223514
227.735604,167,1362.476394
323.512434,162,1363.676649
246.694187,161,1364.877389
268.669223,169,1366.128422
295.833245,156,1367.41996
349.788886,135,1368.661638
353.950024,140,1369.881378
240.940532,160,1371.115565
226.64356,161,1372.31205
402.939433,132,1373.289758
268.75717,158,1374.464563
299.640685,152,1375.596108
390.911141,129,1376.547568
341.684079,160,1377.77908
319.780018,155,1378.935475
300.062192,147,1380.026083
331.598362,146,1381.101386
282.147486,172,1382.37581
268.098433,165,1383.596417
376.879482,134,1384.640582
290.446978,157,1386.029867
392.884205,133,1387.015537
323.896647,142,1388.074878
243.229135,158,1389.244076
317.292356,159,1390.442324
375.401572,138,1391.468873
370.386156,140,1392.510042
333.787153,147,1393.608313
242.41807,174,1394.911297
262.714588,167,1396.159312
382.493779,135,1397.222238
373.878298,139,1398.364184
290.04045,155,1399.561538
309.47026,151,1400.690013
214.678676,184,1402.048543
295.561465,156,1403.20564
220.911423,161,1404.400571
384.948465,141,1405.446857
369.261357,138,1406.465671
340.732243,142,1407.528882
400.097017,131,1408.50352
400.494026,137,1409.524117
344.849552,135,1410.52745
278.735427,161,1411.925874
294.303367,159,1413.101965
373.093059,136,1414.103717
327.265923,150,1415.217932
269.531042,167,1416.461148
254.055307,173,1417.784684
352.502016,139,1418.8179
315.621725,148,1419.915114
300.409663,165,1421.148906
355.865162,142,1422.223541
367.39015,143,1423.29112
325.014835,150,1424.393485
358.294739,146,1425.481984
328.811206,146,1426.562622
329.706558,143,1427.70608
295.864229,156,1429.132269
430.837686,132,1430.954394
361.00009,145,1432.304248
336.571398,144,1433.562849
283.438379,152,1434.688857
431.980208,133,1435.668349
204.554415,165,1436.901825
280.063454,154,1438.187689
207.730088,173,1439.493641
284.646153,162,1440.695027
332.401927,137,1441.725912
187.688287,174,1443.020833
355.632561,144,1444.105606
414.432142,134,1445.099592
296.831925,155,1446.253679
383.309837,134,1447.237851
345.557167,153,1448.364999
314.500306,152,1449.499858
352.562388,146,1450.58058
419.0003,136,1451.595771
410.445753,133,1452.581569
251.043363,173,1453.861948
301.56944,148,1454.967591
376.567353,139,1455.999801
385.895046,140,1457.044165
299.78973,152,1458.179172
288.614681,163,1459.39083
226.09823,174,1460.685178
258.978616,167,1461.924056
329.660876,145,1462.995144
311.969461,153,1464.133465
374.856088,135,1465.133929
297.082436,158,1466.408398
231.763288,164,1467.644207
370.080027,131,1468.6252
368.90863,136,1469.633748
243.295845,159,1470.802918
329.35204,147,1471.901884
377.616873,136,1472.917716
356.526163,141,1473.964878
250.175029,155,1475.117021
221.758161,162,1476.367907
303.16766,159,1477.577747
396.62526,132,1478.555348
263.138326,163,1479.759823
212.333348,175,1481.058317
402.829218,128,1482.014834
210.989101,168,1483.271772
406.212482,131,1484.242196
375.084797,147,1485.323273
321.750134,155,1486.483352
334.851727,146,1487.729086
371.594205,135,1488.951817
372.121806,137,1490.189506
288.897669,149,1491.294257
310.896533,146,1492.382706
360.189697,141,1493.425743
331.323084,141,1494.470288
259.535567,165,1495.70054
305.215795,150,1496.810959
199.411554,166,1498.069137
392.036006,135,1499.20745
355.148836,140,1500.239136
342.030632,145,1501.31506
442.397515,138,1502.333081
306.494638,144,1503.404942
245.302144,172,1504.690462
337.229064,146,1505.772969
202.611954,165,1507.011227
326.354696,153,1508.144149
244.212974,157,1509.464002
231.865963,163,1510.810431
318.20573,143,1511.877359
285.353182,151,1513.006145
274.383969,159,1514.192748
341.982838,154,1515.334712
276.866633,152,1516.475718
369.796862,143,1517.540889
363.571005,140,1518.578935
299.681352,161,1519.780069
327.834248,141,1520.828392
393.26725,132,1522.001895
271.083492,161,1523.220364
386.245524,145,1524.296851
234.295991,161,1525.491554
268.927253,153,1526.630476
264.084243,157,1527.805946
261.09901,163,1529.017638
369.622937,143,1530.071046
430.31806,145,1531.148737
