#{"t_start": 1644232255.351501, "env_id": "intersectionScenario-v0"}
r,l,t
132.591982,500,514.703445
125.28374,500,516.82321
124.700151,500,518.945319
-96.188004,15,519.006155
124.799456,500,521.070983
120.902291,500,523.181718
120.450097,500,525.307823
125.902238,500,527.429514
125.719442,500,529.521169
125.357999,500,531.605446
120.296681,500,533.547688
127.790836,500,535.490661
126.172356,500,537.231632
127.019513,500,539.012794
123.517934,500,540.832361
122.542824,500,542.634438
138.731179,500,544.438475
119.480401,500,546.192292
115.709264,500,547.956409
-84.004765,81,548.250721
118.406012,500,550.228472
119.956757,500,552.513935
121.773298,500,554.628443
120.724388,500,556.751689
118.309913,500,558.853848
113.948432,500,560.932923
128.861662,500,563.039325
118.909813,500,565.122806
114.307555,500,567.188055
112.769719,500,569.01096
110.992959,500,571.048688
115.483109,500,573.422225
104.42539,500,575.200373
136.743742,500,577.426735
124.768229,500,579.487956
118.487319,500,581.744885
108.845512,500,583.891074
108.166783,500,586.008875
129.861162,500,588.116883
-93.813848,33,588.243058
129.280219,500,590.35033
104.370944,500,593.200819
110.424097,500,596.750993
97.382687,500,600.591053
101.52479,500,604.018405
-96.230738,20,604.207896
102.474035,500,609.585795
111.081665,500,615.878572
83.798569,500,619.356095
118.43903,500,621.174618
95.673338,500,623.114136
78.433095,500,625.303602
79.342636,500,629.489215
119.019577,500,633.715624
-93.927533,25,633.938626
117.542251,500,636.724283
102.521926,500,638.781286
80.030206,500,641.088532
-95.964753,16,641.143386
113.529796,500,643.031062
128.555012,500,644.882617
95.503728,500,647.322739
108.585911,500,649.208477
-97.329028,11,649.247339
129.422832,500,651.165178
94.904921,500,654.090555
86.919001,500,658.082884
129.339534,500,660.16997
117.493317,500,662.212979
91.632879,500,664.205696
95.116499,500,665.986899
121.333006,500,667.737249
106.013361,500,669.705236
92.006814,500,672.873371
98.938839,500,675.177665
-71.701849,97,675.500719
119.941808,500,677.661635
-89.595531,40,677.847636
122.207974,500,680.101763
105.800168,500,682.354688
96.528905,500,684.480263
93.819813,500,686.865192
-89.295065,46,687.107666
75.511137,500,689.211133
-92.152102,31,689.369708
110.418259,500,691.98303
114.319538,500,694.63048
82.209179,500,696.793134
94.459188,500,698.971504
118.150574,500,701.124952
94.005795,500,703.515686
-95.186545,19,703.595472
88.277561,500,705.717453
126.293047,500,707.795125
130.923712,500,709.893524
126.349604,500,711.761789
96.611332,500,713.52097
144.591862,500,715.284906
133.093084,500,717.049156
119.331526,500,718.818888
130.37477,500,720.586084
97.997663,500,722.324768
123.999788,500,724.093429
79.948985,500,725.8827
101.944667,500,727.978895
102.275537,500,730.072504
141.394309,500,732.184414
127.692621,500,734.116013
112.826845,500,735.873288
91.787977,500,737.758335
108.905157,500,739.905648
107.215097,500,742.113735
122.480776,500,744.227669
83.427392,500,746.42991
114.494682,500,748.507463
-95.707831,17,748.572299
111.924227,500,750.910455
85.374072,500,753.818613
-96.468968,20,753.923346
102.699106,500,756.21826
86.127727,500,758.350288
86.576802,500,760.468661
107.364907,500,762.600245
88.896333,500,764.680068
-92.256012,29,764.802738
-95.598367,17,764.863576
-95.104086,24,764.940249
-94.674995,21,765.048196
123.607136,500,767.169224
103.2294,500,769.188527
81.707185,500,771.098605
-97.743659,15,771.148473
115.378071,500,772.910532
123.684463,500,774.664493
80.035259,500,776.416337
128.873512,500,778.164607
132.55675,500,780.216486
115.228148,500,782.574564
114.048894,500,784.707165
124.844249,500,786.80361
105.305363,500,788.899138
-93.782271,24,788.998871
114.712305,500,791.115631
136.456569,500,793.229499
143.68885,500,795.279599
148.148147,500,797.455434
89.486643,500,799.545611
104.127038,500,801.582302
128.146796,500,803.856266
140.28381,500,806.166132
203.45576,500,808.415602
77.94575,500,810.898721
100.002874,500,813.946621
94.292794,500,815.924735
-93.260565,32,816.030952
-86.72745,58,816.216695
-90.893372,38,816.375925
145.844003,500,818.13929
-97.080493,16,818.193303
-87.325478,51,818.356403
90.500377,500,820.113368
120.348947,500,822.003516
-93.317994,29,822.096068
-94.833895,26,822.196667
122.193631,500,824.404221
85.383774,500,826.339501
123.521024,500,828.114002
113.661241,500,829.865057
125.952708,500,831.697443
84.224842,500,833.821647
-96.251624,15,833.887471
121.151756,500,835.976206
-94.078674,31,836.094887
131.573246,500,838.182729
116.899964,500,840.277699
